,bigg_id,standard_dg_prime,standard_dg_prime_error,comment
187,G1SAT,-3.485042643989175,0.26759096321017856,
188,KDOCT2,93.11018600898693,28539.684352204742,
189,OAADC,-5.47588834691057,1.2830643106393085,
190,MNNH,-13.962365363622583,1.5002476537761593,
191,ALTRH,-13.962365363622583,1.5002476537761593,
192,GUI1,0.21881243802135278,1.2059210282912085,
193,PGAMT,-1.3451715365262495,0.6962388303053602,
194,UAGDP,0.754135750328585,1.2059210282912078,
195,UAGCVT,-6.934638522649593,1.5112862926544064,
196,GLUR,-0.2265346774143852,0.8834408677540186,
197,UAG2E,-0.3989496583620263,1.09871616728891,
198,EX_melib_e,,,reaction is not purely in the cytoplasm
199,MACPD,,,"operands could not be broadcast together with shapes (163,) (0,) (163,) "
200,DMQMT,-4.260807941029283,40361.208637129246,
201,ICHORS_copy1,0.3959027464260579,0.6962388303053602,
202,EX_tre_e,,,reaction is not purely in the cytoplasm
203,HACD5,-6.194273629436805,0.3986537693090393,
204,DNMPPA,-3.0038571201083974,1.0654388097393732,
205,HPPK2,-3.9260061334873675,2.365917989205266,
206,PTPATi,-5.513646711732899,2.1024992460990113,
207,HEX7,-6.7197737741766455,0.24398615691661496,
208,DXPRIi,-6.336672053393347,0.4975114466776826,
209,OPHBDC,-3.3007683679914193,1.3579792144224963,
210,OHPHM,-4.2355557204503045,40361.208637129246,
211,GHMT2r,-4.168982057189757,1.0139316667498037,
212,DHORD2,-49.11643067620976,2.5396213020212173,
213,ADK4,-1.8754223623983255,0.6007970693626975,
214,INSK,-9.212348439541877,0.7700988291942366,
215,ABTA,2.6305696609547975,0.6029605141456036,
216,SSALx,-16.811259846134693,0.9674292546524895,
217,ASPT,5.2216171426108895,0.19695709752718565,
218,SERD_L,-11.71888038131533,0.3804685526865402,
219,THRD,9.135736416499821,1.1068153900118334,
220,HEX4,-7.54290445998163,0.5852153357420701,
221,KARA1,6.188148721649061,0.4090562518826673,
222,KARA2,-6.188139829048699,0.4090562518826673,
223,ACCOAC,-2.623941331090601,0.6102121210790676,
224,NADK,-6.45619118765779,1.2059210282920894,
225,ICHORS_copy2,0.3959027464260579,0.6962388303053602,
226,SUCBZS,-15.987774401506433,2.9543625795875945,
227,DHBD,-25.147166992146655,2.763618336952129,
228,ICHORT,-15.982059358098656,1.1484723304240123,
229,RBK_L1,-5.451092342957569,0.9347708165656583,
230,RBP4E,-0.19956288110395626,0.5393042789511174,
231,NTD2,-3.02051064208211,1.7024014723380911,
232,NTD4,-5.4936045973173195,1.134223293907795,
233,NTD5,-3.6273011432401367,1.2159349483156219,
234,NTD6,-6.3285888700098365,1.0497233936586006,
235,LGTHL,-9.470235998274374,1.205921028291207,
236,PYDXPP,-4.109813795635351,0.8079939151450695,
237,PDXPP,-7.322186106541733,0.8878543288947419,
238,HACD6,-6.194273629436919,0.3986537693090393,
239,ECOAH1,1.5312981824674279,0.6962388303053564,
240,ECOAH2,0.4155337554054493,1.205921028291206,
241,ECOAH3,-0.2982028431933093,0.6025534499522294,
242,UGLT,-0.47228989763914,0.7211245657044342,
243,DXPS,-11.754967477844481,1.3809750818006052,
244,CDPMEK,-2.9984912575429643,1.7144428355150374,
245,MECDPS,730.8019543198011,40361.208738284724,
246,DDGLK,-9.428188812039368,1.5910567955832473,
247,XYLI2,-0.04121165071163531,0.12264038171690446,
248,PMANM,-1.7170460048018232,0.6160028854025998,
249,ICL,3.875537927925652,0.55577848228727,
250,GLYCL,7.195519211268507,1.6626385678419098,
251,CMPN,-5.277150235199006,1.0202477994370798,
252,HCYSMT,-0.7397662011294642,40361.20870491047,
253,UDPG4E,1.1193482880702428,0.5943236734705108,
254,LACZ,-4.395479685831335,0.4335594280496671,
255,TRE6PH,-3.899672482822337,0.791215335501278,
256,XYLI1,1.4764258462411037,0.2403971670878778,
257,PPC,-15.75171768580167,1.279971792740164,
258,ALDD4,,,"Compound(id=131825, inchi_key=None) has not yet been analyzed by ChemAxon."
259,G3PT,-4.271815070256221,0.85589856359797,
260,CINNDO,-145.31751460611298,3.4946273176778027,
261,DHPPD,-25.193378969370887,2.763618336952129,
262,DHCIND,-25.18885984384201,2.763618336952129,
263,CITL,2.266139332077481,0.19603552412879804,
264,GOFUCR,1.7822372546904393,0.638243050053068,
265,PYDXK,-7.173057824358756,0.808207633492197,
266,GTPCII2,-31.49124506416569,2.4093806396479396,
267,URIC,-37.273710277696544,3.5841986737092704,
268,SADT2,9.354703706354915,0.7342454150882728,
269,LCARS,-9.467950699159536,0.611976767066919,
270,ALCD19,-14.423126965907494,0.825328072888415,
271,RMPA,2.5891158638900644,1.205921028291207,
272,SBTPD,4.771954583226994,0.713531486256898,
273,PFK_2,-8.496448528122375,0.5003423483023385,
274,GLTPD,4.998059062819351,0.48253511533863475,
275,TGBPA,8.341040745327325,0.927478800956692,
276,MANAO,5.283283247358949,0.7461518520774039,
277,TAGURr,6.047179318042326,0.5880070724742003,
278,PGLYCP,-12.318911675147243,0.8404335881783231,
279,GLXCL,-6.534959931999159,1.8271198588023607,
280,TARTD,-14.033947298419449,0.7791488334847899,
281,GLCRAL,10.218883456299753,1.145846037473502,
282,KAS14,,,"operands could not be broadcast together with shapes (163,) (0,) (163,) "
283,EDTXS1,,,"operands could not be broadcast together with shapes (163,) (0,) (163,) "
284,EDTXS2,,,"operands could not be broadcast together with shapes (163,) (0,) (163,) "
285,EDTXS3,,,"operands could not be broadcast together with shapes (163,) (0,) (163,) "
286,EDTXS4,,,"operands could not be broadcast together with shapes (163,) (0,) (163,) "
287,NNDPR,-7.298366561367321,1.753353926400024,
288,HACD4,-6.194273629437031,0.3986537693090393,
289,HACD7,-6.194273629436919,0.3986537693090393,
290,AACPS1,,,"operands could not be broadcast together with shapes (163,) (0,) (163,) "
291,SDPDS,3.058747391913982,1.5237748467256267,
292,DMSOR1,-91.50591723546836,2.3071553761026,
293,DKGLCNR2y,-8.534006230476882,0.47287677582054505,
294,2DGULRy,,,"Compound(id=88419, inchi_key=None) has not yet been analyzed by ChemAxon."
295,RZ5PP,-5.572153564584498,0.5027811349659159,
296,NTD9,-2.140243600456611,1.3869997338474291,
297,NTD10,-4.35300243491437,0.8918963486261798,
298,ADPT,-7.082638073054772,0.5496623841872067,
299,ADK1,-0.4117520670031787,0.06572416799354268,
300,OCTDPS,-157.88818430155803,5.955486872157917,
301,EX_acnam_e,,,reaction is not purely in the cytoplasm
302,EX_dha_e,,,reaction is not purely in the cytoplasm
303,EX_glyald_e,,,reaction is not purely in the cytoplasm
304,AACPS2,,,"operands could not be broadcast together with shapes (163,) (0,) (163,) "
305,AACPS3,,,"operands could not be broadcast together with shapes (163,) (0,) (163,) "
306,AACPS4,,,"operands could not be broadcast together with shapes (163,) (0,) (163,) "
307,EX_ttdca_e,,,reaction is not purely in the cytoplasm
308,AMANK,-5.57931366764898,1.2554797170945173,
309,EX_g6p_e,,,reaction is not purely in the cytoplasm
310,EX_galct__D_e,,,reaction is not purely in the cytoplasm
311,EX_indole_e,,,reaction is not purely in the cytoplasm
312,EX_acmana_e,,,reaction is not purely in the cytoplasm
313,EX_but_e,,,reaction is not purely in the cytoplasm
314,ACNML,3.1800767168199013,0.3635988706946781,
315,CAT,-77.78962863346837,2.7678705350524426,
316,SERASr,471.0578811650964,40361.208627127235,
317,DMSOR2,-82.07776477737892,2.7590152123104885,
318,ACMAMUT,-7.100811112412403,0.654207023803052,
319,DDGALK,-5.520914798356891,1.3644323513504073,
320,AB6PGH,8.619875078112356,1.7308898047045207,
321,AMALT1,-1.215648734830053,1.0442473188092485,
322,MLTP2,1.3775551722382176,0.7545391932525841,
323,PACCOAL,-5.5849101905920975,0.8182957537770305,
324,GP4GH,-19.430026051628793,2.6042032402962856,
325,ACGAMT,1.1241396370940466,2.038076642255638,
326,AADDGT,-7.882095706117966,0.8939758005669635,
327,EX_tma_e,,,reaction is not purely in the cytoplasm
328,GMHEPK,-4.836535947790673,0.5579489887659445,
329,TRE6PS,-7.8276904609290865,0.77093979260353,
330,UDCPDP,-11.95229529824708,0.5240207260048637,
331,TREH,-5.810836806647503,1.0375338013936404,
332,CYTK1,-0.6845855272129844,1.2059210282912085,
333,CYTK2,-0.6642091676363989,1.2059210282912074,
334,GK1,-0.7699470558584667,0.49231547412434673,
335,HACD1,-5.776230198843686,0.49231519823430664,
336,HACD2,-7.082196642826368,0.6029605141456031,
337,ACACCT,2.227646121378395,0.5789218068997116,
338,BUTCT,,,"Compound(id=131825, inchi_key=None) has not yet been analyzed by ChemAxon."
339,2DGULRx,,,"Compound(id=88419, inchi_key=None) has not yet been analyzed by ChemAxon."
340,G1PTT,0.2540014736974676,1.205921028291209,
341,TDPGDH,-20.200933373802727,1.2190193603529422,
342,UDPGALM,1.0589102739704168,0.43724320426331476,
343,TDPDRE,-6.250803601918941,0.7759865248172947,
344,TDPDRR,1.7823666918345336,0.638243050053068,
345,G3PD6,0.22834295781974775,1.9767181507680176,
346,ALLTN,-24.719801176570684,3.8859654452501258,
347,UAPGR,-22.082797591357497,0.523713634473888,
348,NDPK7,1.7139903139988628,0.9769227889201443,
349,AOBUTDs,-6.2980412588919314,1.2671224495554891,
350,GLYAT,13.499633403650977,0.8683264122136573,
351,ADNUC,-1.9425604210149687,0.7188804374210792,
352,GMHEPPA,-2.8178403145877002,0.5027811349659159,
353,S7PI,0.5191536451448373,0.9348668099640445,
354,TRPS3,7.742848020394748,1.2059210282912083,
355,CRNBTCT,0.39815377563463306,0.5610900674678213,
356,CRNCBCT,140.42133543545208,0.6544639653939682,
357,CRNCDH,-0.2981844684766633,0.6025534499522294,
358,FADRx,-3.532113130916516,1.2270300349394148,
359,GTPDPK,-8.484905852944513,2.785644948766365,
360,NADN,-16.95965011056024,1.342093974768987,
361,NDPK2,-1.2381229816481538,0.5194321084989414,
362,NDPK3,-0.4678463811298644,0.9537257382086307,
363,NDPK4,0.8937420459403795,1.0690088435564873,
364,FCLT,,,"operands could not be broadcast together with shapes (163,) (0,) (163,) "
365,HBZOPT,-32.63686718154139,1.1192334973803082,
366,PNTK,-7.123405555693371,0.5003423483023385,
367,DPCOAK,-0.2256757543840357,1.205921028291212,
368,HETZK,-7.317705459344705,0.8826054222642495,
369,KDOPS,-27.775589226874434,1.003801573310514,
370,KDOPP,-2.8286695984632577,0.7444266216065318,
371,AST,-1.8220987239443078,2.3613510590039795,
372,SGDS,-1.0849277469411576,1.4650353290962237,
373,CYNTAH,-16.158671671683216,2.75048537370521,
374,GSPMDA,-1.4760118364053874,0.7804088058070257,
375,GSPMDS,-9.806859783588765,0.7844937326936415,
376,GUAD,109.32830613971772,27307.16868639335,
377,TMAOR1,-88.026977476614,2.3071553761026005,
378,TMAOR2,-78.59882501852461,2.759015212310488,
379,DGK1,0.641565981021491,1.205921059942285,
380,DTMPK,-1.0228850741754512,1.2059210282912078,
381,NDPK1,-1.017183594023034,0.548107926230811,
382,PGMT,-2.992745298240509,0.3061981872556478,
383,FRUK,-7.360185443818509,0.5357326233403444,
384,RHCCE,-6.2152178526392445,1.0750550680696365,
385,KG6PDC,-2.894550283723651,1.2544167831452429,
386,X5PL3E,0.8569343713774947,0.8563372902343449,
387,DOGULNR,-6.194203786057767,0.3986537693090393,
388,BETALDHx,-16.449568235405764,0.44170009214908157,
389,BETALDHy,-16.45558715020103,0.4488274778741648,
390,MLTG3,-5.595441819523999,0.7502346198494081,
391,DKGLCNR1,,,"Compound(id=88419, inchi_key=None) has not yet been analyzed by ChemAxon."
392,NADTRHD,0.006018914795397155,0.13810416783609486,
393,FMNRx2,-3.8815003293667996,1.2304490627666786,
394,ACPS1,,,"operands could not be broadcast together with shapes (163,) (0,) (163,) "
395,EX_urea_e,,,reaction is not purely in the cytoplasm
396,GMPS2,-132.8071566750397,27307.168675977573,
397,AMPN,-8.074409720462894,0.8275922316991565,
398,GSNK,-9.14262801953742,1.3872319032383211,
399,ADCS,-6.437641371712591,1.2567116254472674,
400,ADCL,-36.536901400944046,3.1391937746095624,
401,DHAPT,-16.289449984039525,0.9092307566458094,
402,UMPK,-1.80022291262577,1.313032841102833,
403,DDPGALA,5.6797566925701695,1.2059210282912072,
404,DURIK1,-6.516211924970084,0.5003423483023385,
405,UPPRT,-7.168375190272715,1.7904479678555674,
406,CTPS2,-5.780427877477668,1.0699532534252578,
407,NTD1,-4.766659695023977,0.5027811349659159,
408,NTD7,-5.576997896245835,0.5798496771666359,
409,PAPPT3,-0.4732358231429456,1.415818126595206,
410,UAGPT3,-8.11770711550475,1.4301368556878922,
411,F6PA,7.529682576275607,0.9156779514761466,
412,AGMHE,0.0,0.0,
413,GMHEPAT,-4.598951782047295,1.3457397628608712,
414,EX_gthrd_e,,,reaction is not purely in the cytoplasm
415,IDOND,-6.194109599427758,0.3986537693090393,
416,IDOND2,-6.188090684632547,0.4090562518826673,
417,GLYCLTDx,-16.490073238233922,0.3515691123973799,
418,HPYRRy,-11.27925149730021,0.21275329891609682,
419,ACODA,-2.8938134140893927,1.4209779935978248,
420,ADA,-8.144765388762691,0.2985536762651599,
421,DADA,-7.466211364929281,1.3738419584801398,
422,ADD,-7.844859854041203,0.6581764204266382,
423,ADSS,1.7228921154502748,0.8772853952585614,
424,AGDC,-3.424694967253547,1.5407879705414202,
425,ASNN,-6.829573604605753,1.4516802514952478,
426,ASNS2,-9.371443703937322,1.465883398997295,
427,ASPCT,-8.612877753319326,1.205921028291209,
428,DMPPS,-25.167016188740767,0.7493022020941028,
429,MCOATA,,,"operands could not be broadcast together with shapes (163,) (0,) (163,) "
430,IPDPS,-23.18835231373529,0.7493022020941043,
431,DAPE,-0.6676873479648884,1.205921028291208,
432,DHDPRy,-9.06856147076557,1.5803873337748882,
433,HSK,-14.618370830016119,1.8414462477711084,
434,SDPTA,0.13684273742360292,1.2059210282912087,
435,THRS,-11.47007192899337,1.1460651874520091,
436,HSST,-10.57221225576041,2.2308977197980804,
437,PPNDH,-27.190984422242646,4.559080002889718,
438,DDPA,-29.393877769618996,0.9587436974735359,
439,NMNDA,2.3527915284297185,2.2608524181115426,
440,NNAM,-1.6682065520543,1.322849872386568,
441,P5CD,-5.194975599960548,2.164165504115296,
442,SPMDAT1,-8.759504981435704,0.7213775895603928,
443,SPMDAT2,-8.79554645944203,0.7213775895603928,
444,TDPADGAT,-11.053451964281784,0.7213775895603928,
445,MALS,-14.89565681270172,0.8562575582594146,
446,TRE6PP,-1.601310618137638,1.2783730806223068,
447,EX_tartr__L_e,,,reaction is not purely in the cytoplasm
448,EX_maltpt_e,,,reaction is not purely in the cytoplasm
449,ADPRDP,-11.602963411442564,1.3425711420670898,
450,ARAI,1.9769530720781567,0.6962388303053634,
451,M1PD,2.9365944638180137,0.49617384280011795,
452,G3PD2,9.032795254878392,0.3312525937490404,
453,GALS3,0.6041968020522723,1.117581613356049,
454,FCI,2.2049855882866587,1.2059210282912083,
455,FCLK,-8.433703343142874,1.23477088608525,
456,FCLPA,7.993973322992418,1.2059210282912076,
457,ACCOAL,,,"Compound(id=131804, inchi_key=None) has not yet been analyzed by ChemAxon."
458,GALUi,1.1303679296441083,0.22660909769786092,
459,U23GAAT,,,"operands could not be broadcast together with shapes (163,) (0,) (163,) "
460,UAAGDS,-9.008235804558339,0.9242630626640054,
461,UAMAS,-11.876782673542571,0.9268759761320133,
462,UAMAGS,-12.708048865372978,1.3050408088174013,
463,UGLYCH,-7.766183288814592,1.99740530270908,
464,OP4ENH,0.2980799574566225,0.6025534499522294,
465,HOPNTAL,4.971159335191475,0.7118627434771274,
466,3HPPPNH,-177.66130173061492,1.5304183139626755,
467,AKGDH,-11.937640124256642,1.5979463612555003,
468,HPYRRx,-11.285270412095514,0.16149631358556363,
469,GLYCDx,8.372473191257054,0.7425224629484528,
470,ASP1DC,-7.061292266064117,2.4605359165745395,
471,UGMDDS,-12.604138370968725,0.7005004121243052,
472,UHGADA,-2.8443101451467983,0.7367262645818655,
473,UAGAAT,,,"operands could not be broadcast together with shapes (163,) (0,) (163,) "
474,ATPPRT,,,"operands could not be broadcast together with shapes (163,) (0,) (163,) "
475,HISTD,-5.434725635159554,0.9080311019563001,
476,IGPDH,-16.64649980520619,0.7967643885016306,
477,PRPPS,-1.04396951502554,0.8232451232777298,
478,PRATPP,,,"operands could not be broadcast together with shapes (163,) (0,) (163,) "
479,PRMICI,-3.834159231040252,0.5405974782131061,
480,SERAT,-2.7573296859591183,1.2059210282912074,
481,CYSS,-19.85983768314045,2.1542728327030773,
482,BPNT,-4.068826479148217,1.2587695908452894,
483,PAPSR,-15.658972144325231,2.5332161861167783,
484,ASPK,7.637362594233383,1.2059210282912047,
485,ASAD,-9.92027077108759,0.6962388303053593,
486,DAPDC,-6.236942179005426,1.531011270846623,
487,METAT,-35.0555757657191,40361.208686745136,
488,ASCBPL,-2.567865559864705,1.0445252767396827,
489,ACBIPGT,,,"operands could not be broadcast together with shapes (163,) (0,) (163,) "
490,ADOCBLS,,,"operands could not be broadcast together with shapes (163,) (0,) (163,) "
491,ADOCBIK,,,"operands could not be broadcast together with shapes (163,) (0,) (163,) "
492,TMPK,-22.075139664782427,1.6500322256560966,
493,HPPPNDO,-106.68912171805374,2.2984669017547086,
494,DHCINDO,-106.69376178753708,2.2984669017547086,
495,HKNDDH,-21.84654881338024,1.0483948806054744,
496,HKNTDH,-20.82794865222187,1.151107592935723,
497,GLYCK2,-3.9396229080121077,0.290936364592726,
498,ENTCS,-2850.151553412338,242167.25178717676,
499,SULR,-44.863210111195905,1.9307600118292103,
500,MANPGH,-3.7500897301387752,0.9456603686926122,
